Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Stakeholder & WQ,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,"8.2.2 Manage Groundwater Pumping in Elsinore Management Area with In-lieu Recharge Due to Conjunctive Use Agreements In-lieu recharge is the utilization of water sources, such as surface water or recycled water, to offset or allow for sustainable groundwater pumping. EVMWD has been practicing in-lieu recharge since 2016 by extracting higher quantities of groundwater in dry years and purchasing imported water in-lieu of extracting groundwater during wet years, to allow the basin to replenish. In-lieu recharge is a common component of conjunctive use agreements, which set forth projects the promote the coordinated use of surface and groundwater sources.",Section 8.2.2 / Page 8-2,"1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to the DAC? No
3. Are the projects new, on-going or proposed? Ongoing
4. Are the projects implemented by the GSP or others? EVMWD, MWDSC, WMWD
5. If others, is the GSP coordinating with the others in implementation? Not clearly stated

They also have another recharge project that ""might be considered in the future""
",
WQ,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,"Mitigation Actions - The plan identified the need for mitigation measures to address the uncertainty associated with water supply reliability due to climate change, extended drought conditions, and the cost of imported water. The key mitigation measure to address these issues is to develop a long-term strategy for providing reliable water supply. The Drought Contingency Plan refers to the IRP (EVMWD 2017), which is described in
Section 2.6.9.
Overdraft Mitigation: This project provides overdraft mitigation and water quality  improvement (to reduce TDS and nitrate) in the Elsinore MA. By providing additional water to the MA, there is increased yield available for municipal use.","Section 2.6.15, Page 2-30 (pdf page 62)
Section 8.3.3.5, page 8-18
","1. Is there a well mitigation program? They have overdraft Mitigation program
2. Is the program new, on-going or proposed? Planning
3. Is the well mitigation program explicitly for drinking water users and DACs? No

GSP mentions mitigation plan that was identified in The Drought Contigency Plan (Civiltec Engineering Inc. 2017) but does not provide any detail about avoiding loss of drinking water

",
WQ,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"This project provides overdraft mitigation and water quality improvement (to reduce TDS and nitrate) in the Elsinore MA. By providing additional water to the MA, there is increased yield available for municipal use. && Salinity Management: The anti-degradation water quality objectives for TDS objectives for the District’s groundwater quality is 480 mg/L. The existing TDS levels have been slightly elevated. The IPR project utilizes advanced treatment to remove TDS and inject this product water into the basin, providing a direct reduction effect on TDS and nitrogen (Kennedy/Jenks Consultants 2017).","Section 8.3.3.5 and 8.3.3.7, page 8-18 (pdf page 314)","1. Do those projects list potential impacts to water quality? Yes
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? Planning
4. Are the projects implemented by the GSP or others? EVMWD
5. If others, is the GSP coordinating with the others in implementation? Not clear

Recycled water IPR project mentions water quality improvements in Elsinore MA and salinitiy management is a listed expected benefit (improvements not quantified; i.e. no new projected water quality levels after implementation of project).
",
CC/Other,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,,
CC/Other,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,No,,,,
CC/Other,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",No,,,,
CC/Other,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Yes,"In-lieu recharge is the utilization of water sources, such as surface water or recycled water, to offset or allow for sustainable groundwater pumping. EVMWD has been practicing in-lieu recharge since 2016 by extracting higher quantities of groundwater in dry years and purchasing imported water in-lieu of extracting groundwater during wet years, to allow the basin to replenish. In-lieu recharge is a common component of conjunctive use agreements, which set forth projects the promote the coordinated use of surface and groundwater sources.
&&
Population growth and development in the Lake Elsinore region is anticipated to increase wastewater flow to the Regional WRF. Current RWRF capacity is 8 mgd and an ongoing expansion project will increase capacity to 12 mgd. Historically, 9.5 mgd of a combination of disinfected tertiary water and groundwater is required to maintain water levels in Lake Elsinore and support riparian habitat at Temescal Wash. Based on a 2017 study, it is estimated that by 2040, wastewater flows may increase to 18,000 AFY (16 mgd), leaving approximately 7,500 AFY (6.7 mgd) of water available for an IPR project in the region. The proposed project will utilize Regional WRF source water and be constructed in two phases. Source water will be treated at an advanced water treatment facility (AWTF), constructed at the RWRF site, injected into a series of five injection wells throughout the groundwater basin, and extracted at existing wells. Key components of the project are described below (Kennedy/Jenks
Consultants 2017):
• AWTF - The treatment train included microfiltration, three-stage reverse osmosis, advanced oxidation, and product water stabilization. The planned capacity of the treatment facility is 6 mgd (Phase 1 at 3 mgd and Phase 2 at 3 mgd). Brine disposal from the AWTF will be conveyed to the Inland Empire Brine Line (IEBL) for disposal. EVMWD owns a 0.8 mgd disposal capacity in the IEBL.
• Injection Wells - Five injection wells (with three wells for Phase 1 and two additional wells for Phase 2) are included in the recommended alternative. The injection wells are all located on the southeast side of Lake Elsinore, and specific locations are shown Figure 8.4. 
Planning estimates prepared in 2017 estimate that Phases 1 and 2 are anticipated to be operational in 2030 and 2035, respectively. At the end of Phase 2, approximately 6,750 AFY of recycled water will be injected into the Subbasin (Kennedy/Jenks Consultants 2017). Figure 8.4 shows the planned injection well locations and piping from the AWTF required for the project.","Section 8.2.2, page 8-2 (pdf page 298)
Section 8.3.3.1, page 8-10 (pdf page 306)",,
CC/Other,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",Yes,"8.3.1 Begin Groundwater Pumping in Lee Lake Management Area for Municipal Use
8.3.1.1 Project Description
The Lee Lake MA previously had wells serving agricultural uses, but has never been utilized for potable water purposes. The project will add two extraction wells in the subbasin with a combined average flow rate of 1,000 to 1,200 gpm for municipal use. The project will include disinfection, treatment for PFAS, and transmission piping to connect to the local municipal system (DWR 2016 and 2020). Figure 8.2 shows the proposed location of the new wells. Based on the groundwater modeling performed as part of this GSP, the sustainable yield in the Lee Lake MA is approximately 1,100 AFY in the Future Growth plus Climate Change scenario as discussed in Chapter 5. As it is believed that the  sustainable yield of the Lee Lake MA will vary based on pumping, it is recommended that EVMWD plan for pumping up to 1,000 AFY on an annual basis from the Lee Lake MA. Due to the hydrogeology of the Lee Lake MA, it is recommended that the pumping occur on an annual basis rather than some kind of conjunctive use.
--
Table 8.2 presents the groundwater budget in the Subbasin accounting for population growth, climate change, and implementation of the IPR project and a septic conversion project (discussed further in Section 8.3.4). IPR project implementation will nearly double the sustainable yield of the Elsinore MA. This project will have no impacts to the Warm Springs and Lee Lake MAs, because IPR water will be specifically injected into the Elsinore MA. The groundwater budget accounting for IPR project implementation is also shown in graphical format in Figure 8.5.
--
Table 8.2, above, includes the water budget for the recommended projects as part of this GSP. Figures 8.5 and 8.6, above, graphically depict the water budget and the storage change, respectively, for the recommended projects. The recommended plan includes the following projects:
• Groundwater Well Replacements (including replacement of Palomar Well).
• Manage Pumping in Elsinore MA with In-Lieu Recharge due to Conjunctive Use Agreements.
• Begin Groundwater Pumping in Lee Lake MA for Municipal Use.
• Rotate Pumping Locations and Flows.
• Recycled Water IPR.
• Septic Tank Conversions.
With these projects implemented, the model recommends the following quantities pumped from each respective MA:
• Elsinore MA: 13,467 AFY.
• Warm Springs MA: 2,907 AFY.
• Lee Lake MA: 3,682 AFY.
Detailed water budgets for each of the three MAs is included in Appendix I.","8-4 / 8.3.1.1
8-11 / 8.3.3.2
8-25 / 8.5","GSP states that there is currently no overdraft and evaulates how project and management actions could increase their sustainable yield. Specifically, two of the identified projects in Group 2 (Planned Projects) identify closing the gap or increasing the sustainable yield for the basin",
CC/Other,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,No,,,,
CC/Other,,,,,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,Yes,"6.3.2 Potential Causes of Undesirable Results
For groundwater storage in the Subbasin, the basic cause of undesirable results would be an imbalance of the water budget, such that outflows to exceed inflows resulting in reduction of groundwater storage. This imbalance could be caused in turn by reduced surface water supplies and associated groundwater recharge (in-lieu, direct, and return flows). Such reduction could potentially include the following conditions: 1) increased pumping due to disruption of imported water purchased from the MWDSC, 2) reduced percolation from Temescal Wash, 3) reduced natural recharge due to prolonged drought or climate change, or 4) increased pumping due to reduced recycled/non potable discharge and use. It should be noted that disruption of imported water will be mitigated through EVMWD’s drought and water shortage plans, but the possibility for short term increased groundwater pumping still exists. Undesirable results also could occur because of changes in land use causing increased demand for groundwater or reduced recharge due to decreased impervious area. Such changes would be most problematic in portions of Elsinore Valley without access to other water supplies (i.e., Warm Springs) or those with a high percentage of undeveloped land.","Section 6.3.2, page 6-19 (pdf page 237)",Climate change briefly mentioned as a potential driver reduced groundwater storage,
CC/Other,,,,,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",Yes,"At the time of the report completion (December 2018), EVMWD was working closely with SARWQCB staff to define appropriate maximum-benefit based TDS and nitrate objectives for the Elsinore GMZ and the associated commitments for salinity management.","Section 2.6.5.1, page 2-24 (pdf page 56) ",Explicit mention of coordinating with WQCB,
CC/Other,,,,,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,9,,,,
CC/Other,,,,,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,Somewhat,,,2 existing/ongoing; 4 planned; 3 future/proposed,
