Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Sara,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",Somewhat,"Kegg Meadow Enhancement and Butte Creek Channel Restoration: This project is an example of wetland reconstruction and groundwater recharge using Butte Creek surface waters. The location of the project is outside the Basin along Butte Creek between Mt Hebron and Orr Mountain. The project returns streamflow to the original Butte Creek channel to rewet Kegg Meadow, restore riparian habitat, and locally raise groundwater levels. Kegg Meadow was damaged by channel diversion of Butte Creek to new stream channels in the 1930s. construction returned streamflow to 2,000 ft of historical channel and 1,400 of prior channel was abandoned and converted into a permanent wetland feature. Willow cuttings were planted along the rewetted historic channel to increase habitat and utilize the raised groundwater levels. Construction was completed in 2013. (Aug 23, 2013 Letter to NCRWQCB, “KNF Kegg Meadow Wetlands Restoration Project Inspection”, Bell & Harrington 2011 - “Kegg Meadow Groundwater Study”)&&& Historically the Sam’s Neck Flood Control Facility has pumped flood waters of Meiss Lake to the Klamath River. The long-term goal of the Butte Valley Wildlife Area (BVWA) and County is to eliminate the need for the Sam’s Neck pumping project and instead use the flood waters to create and maintain wetland habitat. BVWA had a memorandum of understanding with Siskiyou County to utilize as much creek and lake water as possible for wetlands to minimize pumping to the Klamath River. In 2017, the County sent a formal request to the US Army Corps of Engineers to abandon the Sam’s Neck Flood Control Facility. (References: Butte Valley Wildlife Area Management Plan (1996) and 2017 County letter “Meiss Lake Sam’s Neck Project” letter to US Army Corps of Engineers). Benefits of this project include: • Meiss Lake flood waters are kept within the groundwater basin for groundwater recharge instead of being pumped to the Klamath River. • Increased habitat for wildlife. • New flood control mechanism for the Valley.","Page 12 / 4.2
Page 13 / 4.2","If yes to projects:
1. Are the projects new, on-going or proposed? Ongoing
2. Are the projects implemented by the GSP or others? Lead Agency is: USFS
3. If others, is the GSP coordinating with the others in implementation? No mention

",
Sara,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","beneficial users, environment, GDE, DAC, trib*",Somewhat,"Chapter 3 and the data gap Appendix (Appendix 3-A) clearly describe the importance of establishing an extensive monitoring network which will be used to support future GSP updates. A summary of the proposed monitoring activities includes, but is not limited to: • Development of new RMPs (Representative Monitoring Points) to support the groundwater quality SMC • Development of new RMPs to support groundwater level SMC New stream gauges in Butte Creek • Use of satellite images, twice per year, to evaluate status of groundwater dependent ecosystems","
Page 28 / 4.4","
1. Do those projects list explicit benefits to GDEs, drinking water users, tribes, DACs? GDE
2. Are the projects new, on-going or proposed? proposed
3. Are the projects implemented by the GSP or others? Not clear
4. If others, is the GSP coordinating with the others in implementation?
",
Martha/Sara,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,"A watermaster manages flow of Butte Creek into Butte Valley and the Butte Creek diversion of3 flood waters to Cedar Lake / Dry Lake, a bedrock fracture that recharges the Butte Valley Basalt aquifer (County of Siskiyou 1996). The diversion of Butte Creek restricts stream flow to less than 25 cfs, with excess water diverted to a Cedar Lake / Dry Lake. Streamflow of Butte Creek is a data gap so the frequency of diversion use is unknown. Two flood events have occurred recently that exceeded several hundred cfs (USGS Kegg Meadow Restoration Design Report, 2012). After diverted Butte Creek water is recharged into groundwater at Cedar Lake/Dry Lake, the direction of this groundwater recharge is unknown and a data gap (ie., Butte Valley or Red Rock groundwater basins). See section “Tier III - Butte Creek Diversion Relocation” for more information on the Butte Creek diversion.
&&&
Kegg Meadow Enhancement and Butte Creek Channel Restoration: This project is an example of wetland reconstruction and groundwater recharge using Butte Creek surface waters. The location of the project is outside the Basin along Butte Creek between Mt Hebron and Orr Mountain. The project returns streamflow to the original Butte Creek channel to rewet Kegg Meadow, restore riparian habitat, and locally raise groundwater levels. Kegg Meadow was damaged by channel diversion of Butte Creek to new stream channels in the 1930s. construction returned streamflow to 2,000 ft of historical channel and 1,400 of prior channel was abandoned and converted into a permanent wetland feature. Willow cuttings were planted along the rewetted historic channel to increase habitat and utilize the raised groundwater levels. Construction was completed in 2013. (Aug 23, 2013 Letter to NCRWQCB, “KNF Kegg Meadow Wetlands Restoration Project Inspection”, Bell & Harrington 2011 - “Kegg Meadow Groundwater Study”)","Page 14 / 4.2
Page 13 / 4.2","1. Are there projects that involve groundwater recharge? Yes
2. Do those projects list explicit benefits to DACs? No
3. Are the projects new, on-going and proposed?On going 
4. Are the projects implemented by the GSP or others?  Lead Agency, GSA and USFS
5. If others, is the GSP coordinating with the others in implementation?

There are recharge projects, however no mention of DAC. 

",
Sara,,,DACs / Drinking Water,,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",Somewhat,"Well Replacement  Project Description  A well replacement program will deepen or replace wells impacted during implementation of the  groundwater level sustainability plan. While other PMAs begin to be implemented, groundwater levels may continue to decline for a number of years and cause stakeholders wells to go dry. A well replacement program will address undesirable results stemming from the need to deepen or replace existing wells due to a continued decrease in groundwater levels below trigger levels, if that were to occur (see Chapter 3).",Page 25 / 4.3,"1. Is there a well mitigation program? Yes
2. Is the program new, on-going or proposed? Planning
3. Is the well mitigation program explicitly for drinking water users and DACs? No

",
Sara,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","water quality, disadvantaged communit*, DAC",No,"Chapter 3 and the data gap Appendix (Appendix 3-A) clearly describe the importance of establishing an extensive monitoring network which will be used to support future GSP updates. A summary of the proposed monitoring activities includes, but is not limited to: • Development of new RMPs (Representative Monitoring Points) to support the groundwater quality SMC • Development of new RMPs to support groundwater level SMC",Page 28 / 4.4,"1. Do those projects list potential impacts to water quality? No
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? 
4. Are the projects implemented by the GSP or others? 
5. If others, is the GSP coordinating with the others in implementation?

They will fill their data gaps to set a better SMC and the indirectly will impact the Water quality. No mention of DAC. For  this question I am struggling between no and somewhat?

",
Lauren,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,,
Lauren,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,Yes,"To improve water conservation, the City of Dorris is in the process of adopting a metered water rate structure by installing water meters. The project is also replacing old pipelines. Following the installation of meters, water consumption can be tracked and water rates adjusted based on actual water volume used. This project will begin in 2021. This project is fully funded through grants from the Department of Public Health Safe Drinking Water State Revolving Fund and State Revolving Fund.",23 / 4.3,Planned project of Doris Water Meters,
Lauren,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",Somewhat,"Strategic Groundwater Pumping Reductions
Project Description
 To reach sustainable groundwater levels, management actions such as strategic groundwater pumping reductions to prevent well outages may need to be temporarily or permanently implemented. This may involve reductions in groundwater pumping during particular months of the year near impacted groundwater wells. The GSA has the authority to impose pumping reductions (WC 10726.4(a)(2).) This PMA requires additional planning before implementation. The benefits of this program will be to avoid undesirable well outages. Future benefits will be evaluated and assessed with BVIHM using monitoring data describing the implementation of strategic groundwater pumping reductions that result from the irrigation efficiency improvement program, while also accounting for reduced recharge return flow from irrigation. SGMA legislation allows for charging fees for pumping in excess of allocations, or for noncompliance with other GSA regulations (CWC Section 10732 (a)). The GSA will consider adoption of  fees and/or other penalties for violations of pumping allowance and/or reporting if curtailments are implemented.In the event of a need to restrict pumping, pumping restrictions could also be placed on new wells.  Restrictions on permits for new groundwater wells would be considered if there was high demand for wells that, if constructed, could lead to the basin water extractions exceeding the sustainable yield for the basin. Alternative, restrictions on permits in specific areas would be considered if additional localized pumping could drive one or more sustainability indicators below the minimum threshold. In the absence of a basin adjudication, pumping restrictions on new uses would need to be applied equitably and in a similar proportion to restrictions on existing users. Monitoring data collected in the Strategic Groundwater Pumping Curtailment Program include, but are not limited to:
• Well construction records.
• Land area serviced by the well through irrigation.
• Metering of extraction
• Amount of historic pumping, if known.
• Amount and timing of curtailed pumping.",28/4.3,Future potential projects - therefore its a somewhat.,
Lauren,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Somewhat,"Butte Valley National Grassland Groundwater Recharge Project
 Project Description
The Butte Valley National Grasslands may be developed to store Meiss Lake floodwaters for groundwater recharge. This project could be tied to Management Project #3 to prevent flooding of populated and agriculture lands by Butte Creek winter flows if the current diversion is moved. This project will require infrastructure development to divert excess floodwaters from Butte Creek  to Meiss Lake and the National Grasslands.",27 / 4.3,"Closer to a no, since very little description and details are provided. But it is listed in the future potential projects section.",
Lauren,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",No,,,"In three instances of PMAs, it is noted that the basin is not in overdraft",
Lauren,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,Yes,"The GSA will develop a formal partnership with the well construction permitting agency that operates within the Basin, the Siskiyou County Department of Environmental Health. The objective of  the partnership is to develop a well  permitting program for agricultural, urban, and large domestic wells that is supportive of and consistent with the GSA’s goal not to expand total net groundwater use in the Butte Valley watershed surrounding the Basin and in the Basin itself. The permitting program would ensure that construction of new extraction wells does not expand current total net groundwater use in the Basin itself and across the watershed as a whole (to the degree that such expansion may cause the occurrence of undesirable results). This can be achieved through well retirements and through voluntary water market instruments.

Agricultural expansion, where permissible under zoning regulations, is similarly made possible, e.g., primarily by voluntary managed land repurposing of existing agricultural activities in the same location or elsewhere within the Basin and ensuring that there is no increase in net groundwater extraction between the expansion on one hand and land repurposing on the other. This may be achieved through land purchasing or trade of net groundwater extraction rights (water markets) or through contractual arrangements for land repurposing (e.g., conservation easements) to balance expansion and reduction of net groundwater use. If additional Basin total net groundwater extraction capacity becomes available (after a pro-longed period of water level increase), the GSA will work with the land use zoning agencies to ensure land use zoning and permitting is adjusted accordingly, following a hydrologic assessment.","19 /  4.3
20 / 4.3",,
Lauren,,,,,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,Yes,"Potential Causes of Undesirable Results
Basin groundwater pumping currently does not exceed the sustainable yield of the Basin (i.e., pumping does not exceed recharge) (Chapter 2). The long-term, multi-decadal decline in water levels in the Basin has several possible causes other than pumping in excess of recharge that would continue to lower water levels and cause undesirable results if continued into the future:
• A significant (continued) increase in Basin pumping volumes, forcing the groundwater system to a new dynamic equilibrium, that is causing water levels to fluctuate around a larger mean depth (lower mean water level), but following similar seasonal and interannual (dry year/wet year) patterns (see Chapter 2).
 • A significant reduction in natural recharge as a result of climate change, or other sources that reduce groundwater inflow, forcing the groundwater system to a new dynamic equilibrium at a lower range of water levels.
 • A significant reduction in groundwater inflow from surrounding volcanic uplands as a result of reduced recharge across the watershed, forcing the groundwater system to a new dynamic equilibrium at a lower range of water levels.
 • A significant lowering of water levels in the downgradient regions of the Basin, i.e., in areas to the east and northeast of the Mahogany range, increasing the groundwater outflow from the  Basin to downgradient regions. This also forces the groundwater system to a new dynamic equilibrium at a lower range of water levels. Changes in pumping distribution and volume may occur due to significant rural residential, agricultural, and urban growth that depend on groundwater as a water supply. Climate change or an extended drought can lead to rainfall reductions, prolonged periods of lowered groundwater levels, and reduced recharge.",22 / 3.4.1.1,,
Lauren,,,,,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",Somewhat,"Exceedances of arsenic, nitrate, and specific conductivity will be referred to the NCRWQCB.Where the cause of an exceedance is unknown, the GSA may choose to conduct additional or more  frequent monitoring.",44 / 3.4.3.4,Somewhat -- mentions that exceedances will be referred to but does not provide details on how coordination will occur for water quality monitoring of these constituents of concern,
,,,,,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,20,,,,
,,,,,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,Somewhat,,,5 planned projects; 7 existing/ongoing projects; 8 potential/future projects and other management actions ,
