Unnamed: 0,GENERAL,Unnamed: 2,General Notes ,Unnamed: 4,Unnamed: 5,Unnamed: 6,GSP Information,Answer,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Sara,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"9.6.4 Implementation Action C4: Water Quality Partnership Drinking water access and quality is a critical issue throughout the Upper Valley Subbasin. Numerous agencies at the local and State levels are involved in various aspects of water quality. The SWRCB and CCRWQCB are the principal state agencies with primary responsibility for the coordination and control of water quality for the health, safety, and welfare of the people of the state pursuant to the Porter-Cologne Water Quality Control Act 1969 (California Water Code §13001). The locally based GSAs established by the SGMA are required to develop and implement GSPs to avoid undesirable results (one related to water quality) and mitigate overdraft within 20 years. SVBGSA will coordinate with the appropriate water quality regulatory programs and agencies in the Subbasin to understand and develop a process for determining when groundwater management and extraction are resulting in degraded water quality in the Subbasin.

The Partnership will review water quality data, identify data gaps, and coordinate agency communication. The Partnership will include the Regional Water Quality Control Board, local agencies and organizations, water providers, domestic well owners, technical experts, and other stakeholders. The Partnership will convene at least annually. The goal of the Partnership will include documenting agency actions to address water quality concerns. An annual update to the SVBGSA Board of Directors will be provided regarding Partnership efforts and convenings.
",Page 9-43 / 9.6.4,"1. Do those projects list potential impacts to water quality? Yes
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? Not clear
4. Are the projects implemented by the GSP or others? GSA and Regional water quality control board
5. If others, is the GSP coordinating with the others in implementation? SVBGSA will coordinate with the appropriate water quality regulatory programs and agencies in the Subbasin to understand and develop a process for determining when groundwater management and extraction are resulting in degraded water quality in the Subbasin.

I choose somewhat because the explanation and the process of this plan is vague. It is not clear if it is their project or it is the definition of what SGMA wants from them. 
",
Lauren,OTHER,,,,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,"Brief mention that satellites are commonly used to gather ET data, but has no indication of intention to utilize such data within the basin",
Lauren,,,,,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,Somewhat,"SVBGSA will work with MCWRA to expand the existing GEMS Program to cover the entire Upper Valley Subbasin, which would capture all wells that have at least a 3-inch internal diameter discharge pipe. Program revisions will consider and not contradict related state regulations. Alternatively, SVBGSA could implement a new groundwater extraction reporting program that collects data outside of MCWRA Zones 2, 2A, and 2B. The groundwater extraction information will be used to report total annual extractions in the Subbasin and assess progress on the groundwater storage SMC as described in Chapter 8. Additional improvements to the existing MCWRA groundwater extraction reporting system may include some subset of the following:
• Developing a comprehensive database of extraction wells
• Expanding reporting requirements to all areas of the Salinas Valley Groundwater Basin
• Including all wells with a 2-inch discharge or greater
• Requiring automatically reporting flow meters",Page 9-42 / 9.6.2,The GSA may require flow meters if they choose to go with the alternative plan to work with MCWRA,
Lauren,,,,,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",Somewhat,"The SMC TAC will consider and make recommendations to the Upper Valley Subbasin Committee on management actions and projects. These could include:
• Recharge projects, such as stream channel improvements or MAR of overland flow.
• Demand management, such as voluntary or mandatory pumping restrictions depending on spatial and temporal conditions, voluntary fallowing, or other demand management strategies.
&&
9.7 Other Groundwater Management Activities Although not specifically funded or managed by this GSP, a number of associated groundwater management activities will be promoted and encouraged by the GSAs as part of general good groundwater management practices.
9.7.1 Continue Urban and Rural Residential Conservation Existing water conservation measures should be continued, and new water conservation measures promoted for residential users. Conservation measures may include the use of low flow toilet fixtures, or laundry-to-landscape greywater reuse systems. Conservation projects can reduce demand for groundwater pumping, thereby acting as in-lieu recharge.","Page 9-8 / 9.4.1
Page 9-44 / 9.7","Not an action managed by GSP, but promoted by it. Coordination not mentioned beyond promotion/encouragement. Very low somewhat, if not a no",
Lauren,,,,,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Somewhat,"The SMC TAC will consider and make recommendations to the Upper Valley Subbasin Committee on management actions and projects. These could include:
• Recharge projects, such as stream channel improvements or MAR of overland flow.
• Demand management, such as voluntary or mandatory pumping restrictions depending on spatial and temporal conditions, voluntary fallowing, or other demand management strategies.
&&
5. Recharge Projects - Projects are not currently needed to maintain sustainability. If changes in future conditions affect the ability of the Subbasin to maintain sustainability and management actions are insufficient, projects could be implemented. Some projects may be pursued by other subbasins or the Integrated Implementation Committee, in which case the benefits to the Upper Valley will be considered.
The remaining project, overland flow MAR, is not currently needed; however, it could be pursued if it is determined that it is are needed in the Upper Valley or if the Upper Valley can leverage similar efforts in other subbasins. Therefore, this project will move forward only if conditions warrant it.it.","Page 9-8 / 9.4.1
Page 10-11 / 10.3",Very vague mentions about maybe implementing projects at an undetermined time in the future if certain thresholds are crossed. Low somewhat/no,
Lauren,,,,,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",No,"The Upper Valley Aquifer Subbasin has not historically been in overdraft. Based on the water budget components, the historical sustainable yield of the Subbasin is on the order of 110,000 – 130,000 AF/yr., as summarized in Table 6-10. The historical sustainable yield incorporates historical reservoir releases, and therefore is not the natural safe yield. From 1980 to 2016, the basin was in overdraft during only 5 years. Therefore, the calculation of the mitigation of overdraft is not needed at this time.",Page 9-44 / 9.8,None of the PMAs mention overdraft ,
Lauren,,,,,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,No,"The Monterey County Water Resources Agency Act, § 52.21 prohibits the export of groundwater for uses outside the Salinas Valley Groundwater Basin from any part of the Basin, including the Upper Valley Subbasin.",Page 3-22 / 3.6.1,Water markets prohibited in the basin.,
Lauren,,,,,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,Yes,"The GSP addresses long-term groundwater sustainability. Correspondingly, the SVBGSA intends to develop SMC to avoid undesirable results under future hydrologic conditions. The understanding of future conditions is based on historical precipitation, ET, streamflow, and reasonable anticipated climate change, which have been estimated on the basis of the best available climate science (DWR, 2018). These parameters underpin the estimated future water budget over the planning horizon (see Section 6.4). The average hydrologic conditions include reasonably anticipated wet and dry periods. Groundwater conditions that are the result of extreme climatic conditions and are worse than those anticipated do not constitute an undesirable result. However, SMC may be modified in the future to reflect observed future climate conditions.
&&
Therefore, groundwater levels may temporarily exceed minimum thresholds during prolonged droughts, which could be more extreme than those that have been anticipated based on historical data and anticipated climate change conditions. Such temporary exceedances do not constitute an undesirable result.",Page 8-3 / 8.3,Climate change acknowledged as a driver for the lowering of GW levels (through prolonged drought),
Lauren,,,,,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",Somewhat,"The sustainability indicator for degraded water quality is evaluated by adopting the SWRCB DDW and CCRWQCB ILRP groundwater quality networks. The water quality monitoring network for the Subbasin is composed of public water system supply wells monitored under DDW, and on-farm domestic wells and irrigation supply wells monitored under ILRP.",Page 7-10 / 7.4,"CCRWQCB does a lot of the WQ monitoring in the basin, but no mention of coordination beyond recognizing the RWQCG as an entity whose regulations need to be followed/using their groundwater quality networks",
,,,,,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,11,"Implementation actions include actions that contribute to groundwater management and GSP implementation but do not directly help the Subbasin maintain sustainability. Four included here for the Upper Valley are well registration, GEMS expansion and enhancement, dry well notification system, and water quality partnership.","Page 9-41 / 9.6
Page 9-5 / Table 9-1 ","Includes management actions (5), projects (2), and implementation actions (4)",
,,,,,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,Somewhat,,,"5 planned, 6 proposed",
